,text,mood,selected_text,sentiment
9951,ive been feeling kinda crappy the last couple days so am just kind of in a blah mood,sadness,ive feeling kinda crappy last couple day kind blah mood,1
9952,i will hopefully be able to feel less inhibited in my writing and not so much like i write too often,sadness,hopefully able feel le inhibited writing much like write often,1
9953,i was feeling very mellow and it had certainly taken the wallet episode off my mind,joy,feeling mellow certainly taken wallet episode mind,0
9954,i feel not for you this savage deal leave me with my speedy clutch leave me with brown sugar lunch,anger,feel savage deal leave speedy clutch leave brown sugar lunch,1
9955,i can feel innocent cuz i aint mean n bitchy,joy,feel innocent cuz aint mean n bitchy,0
9956,i feel stress free heading into the holidays,joy,feel stress free heading holiday,0
9957,i have been writing and playing too which feels quite wonderful,joy,writing playing feel quite wonderful,0
9958,i feel privileged to have them as a part of my world,joy,feel privileged part world,0
9959,i am not an expert i am simply a filmmaker and i feel really uncomfortable speaking from a level higher than the audience especially when there are often real experts in the audience who know much more about medical and radiation issues than i do,fear,expert simply filmmaker feel really uncomfortable speaking level higher audience especially often real expert audience know much medical radiation issue,1
9960,i tell that to has some story about someone who had an awful time conceiving baby but then baby was easy peasy and that just doesnt help me feel better at all,joy,tell story someone awful time conceiving baby baby easy peasy doesnt help feel better,0
9961,i was feeling frustrated somewhere between season and season of ccs anime and found the anipike website and that there were fanfictions written about ccs characters,anger,feeling frustrated somewhere season season cc anime found anipike website fanfictions written cc character,1
9962,i feel so blessed and grateful for all the people in my life and the richness they bring to it,love,feel blessed grateful people life richness bring,0
9963,i was listening to belle and sebastian feeling agitated,fear,listening belle sebastian feeling agitated,1
9964,i feel so useless and idle,sadness,feel useless idle,1
9965,i have a nagging feeling of discontent,sadness,nagging feeling discontent,1
9966,i feel that those who visit and come to this site become members of it would have a bag of tools which they can use to make their lives successful in many ways,joy,feel visit come site become member would bag tool use make life successful many way,0
9967,i keep feel irritated,anger,keep feel irritated,1
9968,i feel like itd be strange at the least and possibly offensive to tell a gay friend id like to experiment or something like that,surprise,feel like itd strange least possibly offensive tell gay friend id like experiment something like,0
9969,i started feeling pretty good again,joy,started feeling pretty good,0
9970,i even had a deep feeling for alaska and the cold and snowy and yet big open land with the pine trees and mountains but im destined to live in southern california,anger,even deep feeling alaska cold snowy yet big open land pine tree mountain im destined live southern california,1
9971,i find myself when i am feeling most alone,sadness,find feeling alone,1
9972,i feel pretty content i feel pretty content,joy,feel pretty content feel pretty content,0
9973,i feel his love and blessings as i meet loving supportive people as im inspired to write new songs and as my life unfolds before me,love,feel love blessing meet loving supportive people im inspired write new song life unfolds,0
9974,i feel pretty good about that,joy,feel pretty good,0
9975,when a friend of mine keeps telling me morbid things that happened to his dog,anger,friend mine keep telling morbid thing happened dog,1
9976,i feel like a crappy mummy if were stuck in but there are days where i really cant face much else then venturing out to the garden at pm,sadness,feel like crappy mummy stuck day really cant face much else venturing garden pm,1
9977,i left feeling anything but valued and i found myself feeling discriminated against,joy,left feeling anything valued found feeling discriminated,0
9978,i feel highly honored to have been given this special glimpse into the relationship between you and your little nugget,joy,feel highly honored given special glimpse relationship little nugget,0
9979,i do not feel dumb any more,sadness,feel dumb,1
9980,ive seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great,fear,ive seen way serina feel strange shes useful sure help cleaner pretty expensive pay money would pretty great,1
9981,i feel sorry for them,sadness,feel sorry,1
9982,i feel like a heartless b tch for hating him so much,anger,feel like heartless b tch hating much,1
9983,i feel pathetic and am asking myself how i could even let things get to that point but i did,sadness,feel pathetic asking could even let thing get point,1
9984,i feel so blessed that god has chosen me to help guide them,love,feel blessed god chosen help guide,0
9985,i am so jealous im always jealous when he has fun without me and i fucking hate it i feel pathetic,sadness,jealous im always jealous fun without fucking hate feel pathetic,1
9986,i feel that animals are innocent and because they are innocent they shouldnt have to suffer because humans have problems,joy,feel animal innocent innocent shouldnt suffer human problem,0
9987,i visit this brand for the first time i feel surprised there are so many accessaries at our website,surprise,visit brand first time feel surprised many accessary website,0
9988,i feel you re in for an unpleasant surprise,sadness,feel unpleasant surprise,1
9989,i were alone i would feel more relaxed about taking photos but a camera to me now feels like a device that shouldnt be present at dining tables much like the phone,joy,alone would feel relaxed taking photo camera feel like device shouldnt present dining table much like phone,0
9990,i feel helpless because i cannot stop it,fear,feel helpless cannot stop,1
9991,i coaxed myself up onto a high horse reminding myself how gratuitously and nastily homophobic stand up comedy tends to be and how even if sam kinison s semi famous friend or his opening acts did not happen to fit that bill i still didn t feel like supporting the industry,joy,coaxed onto high horse reminding gratuitously nastily homophobic stand comedy tends even sam kinison semi famous friend opening act happen fit bill still feel like supporting industry,0
9992,i feel but seem to be far more talented in describing exactly what i am thinking,joy,feel seem far talented describing exactly thinking,0
9993,i feel so comfortable and happy with without having to be blood related to them,joy,feel comfortable happy without blood related,0
9994,i feel so rejected and unwanted,sadness,feel rejected unwanted,1
9995,i have a desk job and sit on my ass all day long so sometimes i feel paranoid that i m not being active enough and think things like dear god what if i get so fat that i can never lose the baby weight,fear,desk job sit day long sometimes feel paranoid active enough think thing like dear god get fat never lose baby weight,1
9996,i feel like such a confused person lately sigh,fear,feel like confused person lately sigh,1
9997,i feel ive been beaten down by the words of men who have no grounds i cant sleep beneath the trees of wisdom when you ax has cut the roots that feed them forked tounges in bitter mouths can drive a man to bleed from the indide out what if you did,sadness,feel ive beaten word men ground cant sleep beneath tree wisdom ax cut root feed forked tounges bitter mouth drive man bleed indide,1
9998,i fully understand the feeling of being beaten down wounded and bereft,sadness,fully understand feeling beaten wounded bereft,1
9999,im feeling cranky im very defensive about it,anger,im feeling cranky im defensive,1
10000,i often feel dissatisfied with such discussions partly because of the persistent everyone is beautiful nonsense but partly because they rarely go past the effects of advertising on body image,anger,often feel dissatisfied discussion partly persistent everyone beautiful nonsense partly rarely go past effect advertising body image,1
10001,i have nothnig to say im just feeling giggly as someoen on lauging gas,joy,nothnig say im feeling giggly someoen lauging gas,0
10002,i feel intelligent on the outside in comparison to most people i know though i feel so empty on the inside,joy,feel intelligent outside comparison people know though feel empty inside,0
10003,i prefer to feel valued than just save money i prefer to work with people i know personally,joy,prefer feel valued save money prefer work people know personally,0
10004,i just think it is so quirky and the other day i was not feeling along with a few of the kiddos so daniel being his sweetheart considerate self went and got me this movie,joy,think quirky day feeling along kiddos daniel sweetheart considerate self went got movie,0
10005,i designed the retirement detox course for all those people who are maybe feeling a little disillusioned with retirement and are wondering is this all there is then,sadness,designed retirement detox course people maybe feeling little disillusioned retirement wondering,1
10006,i feel much more relaxed i am enjoying life again i am very comfortable being myself and i never stop dreaming and tackling new projects,joy,feel much relaxed enjoying life comfortable never stop dreaming tackling new project,0
10007,i feel accepted and loved and a place where i belong,joy,feel accepted loved place belong,0
10008,i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth,anger,feel totally completely pissed angry sad disappointed absolutely furious tough mudder biggest rip planet earth,1
10009,im starting to feel a bit more resolved,joy,im starting feel bit resolved,0
10010,i am feeling like i need to add this photo to my if he wasn t rich she wouldn t be with him a title there is no way this man would have this chick if he wasn t rich biggie kevin hart wiz khalifa bu thaim and jay z href http www,joy,feeling like need add photo rich title way man would chick rich biggie kevin hart wiz khalifa bu thaim jay z href http www,0
10011,ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment,anger,ive planned still day feel stressed point tear helpless good far outweighs bad honestly say im happy moment,1
10012,i generally feel just hopeful enough to get by,joy,generally feel hopeful enough get,0
10013,i finally found this afternoon and i wear it feeling like a vicious lurker,anger,finally found afternoon wear feeling like vicious lurker,1
10014,i am still spinning from all the activities but also feeling invigorated and excited by all the demos talks panel discussions exhibitions conversations the art fair the communal meals the art exchange the books the vendor room,joy,still spinning activity also feeling invigorated excited demo talk panel discussion exhibition conversation art fair communal meal art exchange book vendor room,0
10015,i do feel lonely at times and at times i still feel that i am alone,sadness,feel lonely time time still feel alone,1
10016,i feel intimidated like i just want to turn around and head back into the safety of my yoga class or hop on the tried and trusty treadmill,fear,feel intimidated like want turn around head back safety yoga class hop tried trusty treadmill,1
10017,im feeling sentimental so ive decided to make a list of some of the things ill miss most,sadness,im feeling sentimental ive decided make list thing ill miss,1
10018,i feel that this a very clever and humorous idea that is memorable,joy,feel clever humorous idea memorable,0
10019,i was just feeling so annoyed about everything,anger,feeling annoyed everything,1
10020,i personally feel you can call a guy slutty and matt,love,personally feel call guy slutty matt,0
10021,i get involved into a tale of good versus evil i want to feel afraid of the dark to a certain extent,fear,get involved tale good versus evil want feel afraid dark certain extent,1
10022,i have to squint with a magnifying glass to read it i chose the little oxford dictionary of english grammar at least this makes me feel intelligent even if wrecking my eyesight to read it makes me an idiot,joy,squint magnifying glass read chose little oxford dictionary english grammar least make feel intelligent even wrecking eyesight read make idiot,0
10023,i feel like theres a dangerous chance that im pulling a don quixote on this blinding rushing at the windmill that is my eventual marriage or future child,anger,feel like dangerous chance im pulling quixote blinding rushing windmill eventual marriage future child,1
10024,when my little sister was sick at home and i thought that she would die,fear,little sister sick home thought would die,1
10025,i asked whether if he feel shy around me he said no and he say because im a very active person,fear,asked whether feel shy around said say im active person,1
10026,i have a feeling it will be fine,joy,feeling fine,0
10027,i feel embarrassment and shame of being victimized,sadness,feel embarrassment shame victimized,1
10028,i feel sorry for him because his dad is an idiot and a sucker for consumer products,sadness,feel sorry dad idiot sucker consumer product,1
10029,i feel offended when friends especially married friends somehow judge me for not being married yet,anger,feel offended friend especially married friend somehow judge married yet,1
10030,ive arranged outings and programs in the community that i feel will be popular with the residents and they are not,joy,ive arranged outing program community feel popular resident,0
10031,i feel rushed i make poor food choices and start to slide back towards bad habits,anger,feel rushed make poor food choice start slide back towards bad habit,1
10032,i looked at uncle lin the chubby face feeling very charming never find ah because there is no scrutiny,joy,looked uncle lin chubby face feeling charming never find ah scrutiny,0
10033,i had this feeling that i would be welcomed by the art scene here,joy,feeling would welcomed art scene,0
10034,i feel lively happy and ready to live,joy,feel lively happy ready live,0
10035,im under a lot of stress and feeling overwhelmed,fear,im lot stress feeling overwhelmed,1
10036,i just want u to know how u make me feel unimportant ignored jealous and more middle school level adjectives,sadness,want u know u make feel unimportant ignored jealous middle school level adjective,1
10037,i will rest in the knowledge that even when im feeling isolated i am never alone,sadness,rest knowledge even im feeling isolated never alone,1
10038,i said though i am feeling gloomy,sadness,said though feeling gloomy,1
10039,i never want to diminish the pain ocd has placed on peoples shoulders and so i speak only for myself when i say there is and has been worse to go through than the burden i feel i think to watch my children starve suffer or be tortured would be much worse,fear,never want diminish pain ocd placed people shoulder speak say worse go burden feel think watch child starve suffer tortured would much worse,1
10040,i had this gut feeling that i was going to be ok,joy,gut feeling going ok,0
10041,i still do a little floor workout because otherwise i feel antsy or cranky,anger,still little floor workout otherwise feel antsy cranky,1
10042,i may have to learn how to say their african names so that when im feeling boring and uninteresting i can slide them into conversation to impress others,sadness,may learn say african name im feeling boring uninteresting slide conversation impress others,1
10043,i say that to myself when i am unsure or feeling insecure about what others think of me,fear,say unsure feeling insecure others think,1
10044,i strongly dislike feeling stupid which is a feeling that comes up for me at least once per day and often more frequently than that,sadness,strongly dislike feeling stupid feeling come least per day often frequently,1
10045,i feel more self assured and confident in my abilities,joy,feel self assured confident ability,0
10046,i actually feel lame because its such a much lighter workout than the px but im able to push harder and i dont dread it so much,sadness,actually feel lame much lighter workout px im able push harder dont dread much,1
10047,i just feel left out hated extra,anger,feel left hated extra,1
10048,i don t feel insulted because it doesn t sound insulting at all,anger,feel insulted sound insulting,1
10049,i feel pissed my friend didnt offer me a soda,anger,feel pissed friend didnt offer soda,1
10050,im feeling really festive this year usually i dont get in the mood until mid december,joy,im feeling really festive year usually dont get mood mid december,0
10051,i am no i feel melancholy despondent often angry,sadness,feel melancholy despondent often angry,1
10052,i have been made to feel totally unwelcome by my managers at work i ve gone from being one of the most trained in my team to human being of the least,sadness,made feel totally unwelcome manager work gone one trained team human least,1
10053,i feel very honoured and look forward to my time with this apron,joy,feel honoured look forward time apron,0
10054,i cant even tell you how refreshed i feel exhausted,sadness,cant even tell refreshed feel exhausted,1
10055,i feel like im but at least im not feeling pressured to write when i dont want to,fear,feel like im least im feeling pressured write dont want,1
10056,i was still feeling generally needy and wanting to spend more time with her and dealing with the insecurities and well the focus on what my friend was doing,sadness,still feeling generally needy wanting spend time dealing insecurity well focus friend,1
10057,i have become too comfortable while at the same time feeling discontent because i have not been pursuing the thing the lord has set on my heart to pursue,sadness,become comfortable time feeling discontent pursuing thing lord set heart pursue,1
10058,when i was ditched by my girlfriend,sadness,ditched girlfriend,1
10059,im feeling somewhat sleep deprived and dreading my alarm going off tomorrow morning,sadness,im feeling somewhat sleep deprived dreading alarm going tomorrow morning,1
10060,i feel doomed to failure,sadness,feel doomed failure,1
10061,i feel the most overwhelmed,surprise,feel overwhelmed,0
10062,i can feel my artistic side melting away into nothing,joy,feel artistic side melting away nothing,0
10063,i feel our relationship is more divine and informal,joy,feel relationship divine informal,0
10064,i feel like a perverse pokemon master collecting card keys from girls i almost managed to score on ha,sadness,feel like perverse pokemon master collecting card key girl almost managed score ha,1
10065,im normally a strict pray gods best girl but i can barely handle the torment i feel wrestling in sweet boys heart,love,im normally strict pray god best girl barely handle torment feel wrestling sweet boy heart,0
10066,i feel that im so excited to tell you everything about korea now,joy,feel im excited tell everything korea,0
10067,i have a feeling she wasnt innocent in this,joy,feeling wasnt innocent,0
10068,i am not not studying coz i am feeling complacent,joy,studying coz feeling complacent,0
10069,i feel disgusted c kj rel bookmark class permalink nov middot,anger,feel disgusted c kj rel bookmark class permalink nov middot,1
10070,i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,anger,thought hope vanquished england failure watching feeling envious determined everything improve maybe one day something similar die,1
10071,i still feel good about the fact that im smaller than her now but thats not the drive that got me here,joy,still feel good fact im smaller thats drive got,0
10072,i just got a whole pile of presents so im feeling generous,joy,got whole pile present im feeling generous,0
10073,i stand here i feel empty a class post count link href http mooshilu,sadness,stand feel empty class post count link href http mooshilu,1
10074,i feel so happy today me so,joy,feel happy today,0
10075,i feel so horny in these thigh high nylons,love,feel horny thigh high nylon,0
10076,i have weeded out the garden so to speak and it feels fabulous,joy,weeded garden speak feel fabulous,0
10077,i feel like i betrayed my ex like i still need to be loyal to him i want to wait until im completely over my ex,love,feel like betrayed ex like still need loyal want wait im completely ex,0
10078,i feel deprived of an opportunity to see victoria take the rubies out for the first time,sadness,feel deprived opportunity see victoria take ruby first time,1
10079,when i had a serious argument with a dear person,anger,serious argument dear person,1
10080,i feel so helpless but so well protected,fear,feel helpless well protected,1
10081,i think people are merely lacking of professionalism and ethics when executing their duties which gives rise to condescending attitudes feeling superior when all they do best is boiling water and being completely imperturbable when making mistakes which may be utterly cataclysmic to others,joy,think people merely lacking professionalism ethic executing duty give rise condescending attitude feeling superior best boiling water completely imperturbable making mistake may utterly cataclysmic others,0
10082,i feel so unhappy about this,sadness,feel unhappy,1
10083,i was feeling really rotten,sadness,feeling really rotten,1
10084,i got the feeling that steve was impressed that bi was used in manufacturing and not only in finance as in the us,surprise,got feeling steve impressed bi used manufacturing finance u,0
10085,i can help but feel sympathetic,love,help feel sympathetic,0
10086,ill be glad when shes all better cuz keeping ollie from fighting with her while shes feeling playful is quite a job,joy,ill glad shes better cuz keeping ollie fighting shes feeling playful quite job,0
10087,i continually fight the feeling of jealousy for those who seem successful enough that they have legions of supporters and established indy writing careers but how much of that is a digital illusion and only in my own head i dont know,joy,continually fight feeling jealousy seem successful enough legion supporter established indy writing career much digital illusion head dont know,0
10088,i cannot see and help me to feel more confident that my god is exactly who he says he is and that i can trust him,joy,cannot see help feel confident god exactly say trust,0
10089,i am such a private person and although i won t be going into anything too personal i m feeling anxious just writing this,fear,private person although going anything personal feeling anxious writing,1
10090,i feel ugly today,sadness,feel ugly today,1
10091,i very close with the founder its amazing to feel that a purchase is supporting artisans trying to find their way out of poverty,joy,close founder amazing feel purchase supporting artisan trying find way poverty,0
10092,i hope to make blood clots feel unwelcome in my body in any way possible as one of my new years resolutions,sadness,hope make blood clot feel unwelcome body way possible one new year resolution,1
10093,im feeling thankful for the man snoring in bed beside me the girl laying cross wise on my pillow the baby who woke me at a,joy,im feeling thankful man snoring bed beside girl laying cross wise pillow baby woke,0
10094,im feeling less impressed with the speech this morning than i was last night,surprise,im feeling le impressed speech morning last night,0
10095,i make sure that they feel comfortable and assured that someone is willing to listen to them and support them in things we deem significant to them,joy,make sure feel comfortable assured someone willing listen support thing deem significant,0
10096,im wrong but i have a feeling the studio was reluctant to give clint money to fund a movie from the perspective of the japanese,fear,im wrong feeling studio reluctant give clint money fund movie perspective japanese,1
10097,i feel confident about my drawings ill post em up,joy,feel confident drawing ill post em,0
10098,i do not feel i am particularly talented at it,joy,feel particularly talented,0
10099,i love they way they feel in my hand im sort of shocked i dont have some psycho fetish,surprise,love way feel hand im sort shocked dont psycho fetish,0
10100,i homophobic men repressed homosexual feelings paranoia projection a tragic story how dangerous sexual repression is,sadness,homophobic men repressed homosexual feeling paranoia projection tragic story dangerous sexual repression,1
10101,i feel let alone give a shit,sadness,feel let alone give shit,1
10102,i was in control and now i feel that i have lost it,sadness,control feel lost,1
10103,i could feel the envious eyes and hatred stares of the women wising they was in my place at the moment,anger,could feel envious eye hatred stare woman wising place moment,1
10104,i feel a little disheartened with like im making an effort and getting nothing in return,sadness,feel little disheartened like im making effort getting nothing return,1
10105,i m not feeling creative this week since i really love the stories and photos from this week,joy,feeling creative week since really love story photo week,0
10106,i could be in a pile of mud you can take this figuratively or literally at this point with the gross feeling of just being dirty,sadness,could pile mud take figuratively literally point gross feeling dirty,1
10107,i feel especially passionate about the friendships and support network that we enjoy as a part of womens ministry at befc today,love,feel especially passionate friendship support network enjoy part woman ministry befc today,0
10108,i write this very moment i feel the cold chill of,anger,write moment feel cold chill,1
10109,i didnt feel like any of my problems were resolved,joy,didnt feel like problem resolved,0
10110,i really wanna see her soon but i feel really needy for asking her if i can see her,sadness,really wanna see soon feel really needy asking see,1
10111,i feel that giraffes are elegant majestic and appealing,joy,feel giraffe elegant majestic appealing,0
10112,i know what that feels like and i hate it so i try to be considerate and listen to them,joy,know feel like hate try considerate listen,0
10113,i feel so blessed that god has given me the wisdom to train them in how to help and be a part of our household,love,feel blessed god given wisdom train help part household,0
10114,i would probably feel much less exhausted if i had a husband who was able to come home after work and contribute to the parenting and household tasks,sadness,would probably feel much le exhausted husband able come home work contribute parenting household task,1
10115,i get the feeling that after today and yesterday ive gained back every pound ive lost,sadness,get feeling today yesterday ive gained back every pound ive lost,1
10116,i feel so welcomed in chicago,joy,feel welcomed chicago,0
10117,i feel pretty tortured because i work a job and often the inspiration strikes while im at work,fear,feel pretty tortured work job often inspiration strike im work,1
10118,i like reading it and feeling sympathetic for people and my mind creates all the descriptive background and scenes the author describes about it,love,like reading feeling sympathetic people mind creates descriptive background scene author describes,0
10119,i didnt feel very accepted by most of my family members so my relationship with my church family made up for that,joy,didnt feel accepted family member relationship church family made,0
10120,im feeling punished for having loved the previous books,sadness,im feeling punished loved previous book,1
10121,i can sink into the stillness to feel the gentle hum of that light there is pleasure in contrast,love,sink stillness feel gentle hum light pleasure contrast,0
10122,i struggled to feel any empathy for any of the characters the main characters anyway while the supporting cast were much more interesting in some ways,joy,struggled feel empathy character main character anyway supporting cast much interesting way,0
10123,i learned from him that being rich and feeling rich are two different things,joy,learned rich feeling rich two different thing,0
10124,i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,fear,always feel little shy situation nervous shyness making seem aloof,1
10125,i flip on reality tv and i feel fantastic trying to keep a balance between self awareness and simply over analyzing,joy,flip reality tv feel fantastic trying keep balance self awareness simply analyzing,0
10126,i spent hours in my aunt and uncles bed room with my cousin my back against the wall under the window feeling completely ecstatic and my cousin was next to me just smirking because she knew he had to be different from my other friends,joy,spent hour aunt uncle bed room cousin back wall window feeling completely ecstatic cousin next smirking knew different friend,0
10127,i look upon one of the main reasons wherefore guys feel that they have to one or the other be rich or have some crazy ableness or be a jerk to breed women is because that is which we see whenever we look forward television or on any other indulgent of media,joy,look upon one main reason wherefore guy feel one rich crazy ableness jerk breed woman see whenever look forward television indulgent medium,0
10128,i have loved not feeling rushed here,anger,loved feeling rushed,1
10129,i have become more and more concerned not only for my own future daughters but for all the girls who are out there currently trying to feel accepted by the worlds standards,love,become concerned future daughter girl currently trying feel accepted world standard,0
10130,i am depressed and feeling worthless getting on my gmc denali bike and conquering miles makes me feel less powerless,sadness,depressed feeling worthless getting gmc denali bike conquering mile make feel le powerless,1
10131,i feel a kind of sadness for the television shows and popular culture push for birth mothers who havent finished school and have no real means of support to keep their babies,joy,feel kind sadness television show popular culture push birth mother havent finished school real mean support keep baby,0
10132,i feel a need to suddenly try and change myself to be accepted by,joy,feel need suddenly try change accepted,0
10133,i feel to glad that this blog must be helpful knowledgeable and explorable,joy,feel glad blog must helpful knowledgeable explorable,0
10134,i came home feeling depressed,sadness,came home feeling depressed,1
10135,i think that for as much as i could feel myself trying to hide it my face must have betrayed the fact that i was none too pleased about being woken at such ungodly hour in the afternoon,joy,think much could feel trying hide face must betrayed fact none pleased woken ungodly hour afternoon,0
10136,i feel like i m being mentally and emotionally assaulted with something and i just wanted to write that down somewhere,sadness,feel like mentally emotionally assaulted something wanted write somewhere,1
10137,i feel weird in the companies of those who approve and disapprove of dot com marriages,surprise,feel weird company approve disapprove dot com marriage,0
10138,i put it aside feeling a little defeated,sadness,put aside feeling little defeated,1
10139,im the solo follower at the moment but i have a feeling theres going to be some terrific stuff on there in no time,joy,im solo follower moment feeling going terrific stuff time,0
10140,ive got a feeling that yesubais story sets up everything that happens in this world and im hopeful that all these horrible things she goes through brings around some kind of goodness,joy,ive got feeling yesubais story set everything happens world im hopeful horrible thing go brings around kind goodness,0
10141,i have ten years behind me now of painting professionally and i finally feel really confident now,joy,ten year behind painting professionally finally feel really confident,0
10142,i almost could feel it attempting to smother me like a hot blanket pressed down over me,love,almost could feel attempting smother like hot blanket pressed,0
10143,im feeling kinda shaky my mind is full of doubt good luck love you,fear,im feeling kinda shaky mind full doubt good luck love,1
10144,i almost lost my feelings in this gloomy world,sadness,almost lost feeling gloomy world,1
10145,i feel like wanna post everything i narrated as if im a popular artist or whatever,joy,feel like wanna post everything narrated im popular artist whatever,0
10146,i am surprised no one is feeling repressed misrepresented or offended by it,sadness,surprised one feeling repressed misrepresented offended,1
10147,i guess i was feeling a little too smug because when we got off in acco i led her out of the train station and outside and we started walking down the sidewalk to the bus that would take us to nahariya,joy,guess feeling little smug got acco led train station outside started walking sidewalk bus would take u nahariya,0
10148,i am feeling a bit groggy today,sadness,feeling bit groggy today,1
10149,i am feeling delicate after hogmanay if that s what you are thinking,love,feeling delicate hogmanay thinking,0
10150,i feel about my beloved country and what i think the true capability of our government is in other areas,joy,feel beloved country think true capability government area,0
10151,i can understand her feelings and greatly value her passionate approach to life and while i benefit daily from her ability to empathize with my own feelings i seem to lack the capacity to return that gift to her,love,understand feeling greatly value passionate approach life benefit daily ability empathize feeling seem lack capacity return gift,0
10152,i have noticed a strange feeling of discontent encompass my very being,sadness,noticed strange feeling discontent encompass,1
10153,i also feel terrified but i ve found that since i ve started saying i m terrified out loud i feel less terrified,fear,also feel terrified found since started saying terrified loud feel le terrified,1
10154,i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,anger,feel bit stressed feel like im supposed something time reading,1
10155,i feel so amazed with myself as i could stride nonstop for more than minutes,surprise,feel amazed could stride nonstop minute,0
10156,i have maintained from the outset that i feel the mccanns are innocent of anything to do with the disappearance of their own daughter,joy,maintained outset feel mccanns innocent anything disappearance daughter,0
10157,i can be surrounded by a sea of people and still feel all alone,sadness,surrounded sea people still feel alone,1
10158,i asked myself why do you feel frightened of being,fear,asked feel frightened,1
10159,i feel it when i get hurt on little things,sadness,feel get hurt little thing,1
10160,i feel disappointed and want to tear up some paper and throw it across the room and write a giant letter of why things are unfair i just think of perspective,sadness,feel disappointed want tear paper throw across room write giant letter thing unfair think perspective,1
10161,ive been feeling lately that i am much less likeable than i used to be,joy,ive feeling lately much le likeable used,0
10162,i sci makes you feel like the earth and life as we know it is doomed,sadness,sci make feel like earth life know doomed,1
10163,i hope you are all feeling glamorous today,joy,hope feeling glamorous today,0
10164,i just mentioned i m feeling kind of stress free right now,joy,mentioned feeling kind stress free right,0
10165,i cope with being made to feel inadequate,sadness,cope made feel inadequate,1
10166,i suggest that it is the beauty of the jewelry itself that will make you feel gorgeous,joy,suggest beauty jewelry make feel gorgeous,0
10167,im feeling really annoyed today,anger,im feeling really annoyed today,1
10168,i was still feeling terrible sore throat body aches stuffy nose congested etc,sadness,still feeling terrible sore throat body ache stuffy nose congested etc,1
10169,i dont know where and when i can feel the thrill and im scared that im going to miss it,fear,dont know feel thrill im scared im going miss,1
10170,i am hoping i am still feeling playful in a few days,joy,hoping still feeling playful day,0
10171,i am happy to be feeling well enough to be back on the blogging scene,joy,happy feeling well enough back blogging scene,0
10172,i feel he has been a terrific captain and hes played very well for us taylor said,joy,feel terrific captain played well u taylor said,0
10173,i kept waiting to feel the water and when i did i was surprised at the velocity i gained,surprise,kept waiting feel water surprised velocity gained,0
10174,i know if i do ill get guilted about making her feel unwelcome,sadness,know ill get guilted making feel unwelcome,1
10175,i can give some support to these young people i feel like i m doing something worthwhile,joy,give support young people feel like something worthwhile,0
10176,i realized that when i let my mind race and i start to feel restless i get the desire to smoke,fear,realized let mind race start feel restless get desire smoke,1
10177,i do feel picoult is a talented writer the subject matter put me in a state of depression,joy,feel picoult talented writer subject matter put state depression,0
10178,i feel lonely a class post count link href http sporkgasm,sadness,feel lonely class post count link href http sporkgasm,1
10179,i am sure you will feel very unhappy about it too,sadness,sure feel unhappy,1
10180,i was feeling emotional i sat backstage during the two hour play and ate,sadness,feeling emotional sat backstage two hour play ate,1
10181,i feel quite convinced that phenomenal states really are distinct from any material goings on inside this body,joy,feel quite convinced phenomenal state really distinct material going inside body,0
10182,i feel as a person and a politician i cannot allow dogs to run around on our streets that are more dangerous than others,anger,feel person politician cannot allow dog run around street dangerous others,1
10183,i would feel that a few words would be not only inadequate but a travesty,sadness,would feel word would inadequate travesty,1
10184,i feel brave about anything its sharing the road with drivers that shouldnt really be out there,joy,feel brave anything sharing road driver shouldnt really,0
10185,i sent my boyfriend bobby when i was feeling particularly melodramatically helpless i miss having a home in the states and i miss my sweatshirt and i miss taco bell,fear,sent boyfriend bobby feeling particularly melodramatically helpless miss home state miss sweatshirt miss taco bell,1
10186,i am not feeling as joyful as some might urge me to,joy,feeling joyful might urge,0
10187,i feel something i will say it rather than hold back in the fear that i might ruin some moment that seems happy to me often a fa ade that is only revealed much later,joy,feel something say rather hold back fear might ruin moment seems happy often fa ade revealed much later,0
10188,i feel thrilled about learning,joy,feel thrilled learning,0
10189,im away from south dakota i feel how vital it is for me to stay connected,joy,im away south dakota feel vital stay connected,0
10190,im feeling lethargic these days hence the long hiatus,sadness,im feeling lethargic day hence long hiatus,1
10191,i feel like im a shitty friend,sadness,feel like im shitty friend,1
10192,i feel listless and lethargic with a hint of anxiety as if there is something i need to be doing but i dont know what,sadness,feel listless lethargic hint anxiety something need dont know,1
10193,i feel like this class has also reaffirmed the importance of women supporting other women learning that it s okay to be yourself and of an inclusive feminist community,love,feel like class also reaffirmed importance woman supporting woman learning okay inclusive feminist community,0
10194,i feel that it is not user friendly,joy,feel user friendly,0
10195,im still feeling a bit shaken,fear,im still feeling bit shaken,1
10196,im so going to end up feeling slutty and be like ah,love,im going end feeling slutty like ah,0
10197,im so happy about this as he was really looking feeling awful,sadness,im happy really looking feeling awful,1
